,购买金额,累计购买金额
9521,16.99,3695.811
9522,402.99,426.26
9523,74.98,296.3
9524,259.97,8046.39
9525,358.0,1064.01
9526,214.99,11597.9
9527,56.0,614.37
9528,1003.97,3372.227
9529,223.96,787.329
9530,90.98,2329.4
9531,37.98,682.98
9532,66.97,0.0
9533,1292.22,1318.97
9534,449.99,541.99
9535,474.0,593.99
9536,595.56,2709.89
9537,2499.98,11597.9
9538,109.99,3536.97
9539,75.96,149.99
9540,349.0,3939.411
9541,56.98,1355.03
9542,239.0,2317.37
9543,419.97,2098.2
9544,44.99,0.0
9545,479.99,3529.924
9546,349.98,544.98
9547,471.17,1544.587
9548,99.9,0.0
9549,1206.91,3436.179
9550,139.95,4248.246
9551,474.99,11597.9
9552,31.99,522.21
9553,149.97,2999.42
9554,58.83,5010.26
9555,64.98,9265.251
9556,57.98,720.469
9557,87.26,1211.752
9558,19.99,3224.04
9559,22.99,5810.737
9560,49.99,2583.526
9561,238.95,5573.214
9562,667.39,9093.841
9563,69.99,760.51
9564,109.95,1088.387
9565,111.97,567.92
9566,73.96,4767.854
9567,74.98,8924.622
9568,392.47,1928.487
9569,87.99,0.0
9570,74.97,1864.919
9571,133.97,2063.01
9572,129.95,2020.0
9573,607.97,1730.98
9574,64.99,2452.188
9575,905.46,8.0
9576,50.52,2660.564
9577,495.2,2032.98
9578,657.97,2634.98
9579,1223.97,878.299
9580,110.0,1176.96
9581,29.99,4818.942
9582,35.98,2115.704
9583,139.99,7518.148
9584,169.99,3769.576
9585,112.97,1791.387
9586,47.99,1278.98
9587,99.96,0.0
9588,109.95,566.97
9589,629.97,4025.0
9590,327.94,1792.404
9591,225.331,3397.092
9592,57.97,1252.048
9593,109.99,359.0
9594,585.96,2026.261
9595,1644.93,11597.9
9596,672.21,3520.046
9597,84.97,6.99
9598,52.98,1197.027
9599,96.96,1107.5
9600,679.99,1931.91
9601,1520.98,6397.98
9602,54.99,848.99
9603,239.0,296.39
9604,313.99,3213.574
9605,279.96,2993.725
9606,139.99,2638.702
9607,258.0,6573.866
9608,71.96,11597.9
9609,399.99,3437.17
9610,156.96,1035.39
9611,27.99,1223.399
9612,1027.93,3754.158
9613,33.99,3705.202
9614,31.98,594.98
9615,30.99,1238.39
9616,69.99,3331.834
9617,399.99,1253.97
9618,89.99,7285.681
9619,832.97,2280.412
9620,98.97,0.0
9621,12.98,2446.22
9622,139.99,787.6
9623,39.99,5776.994
9624,745.09,2891.251
9625,1899.0,5386.618
9626,114.98,6541.537
9627,43.19,2630.814
9628,129.0,1210.81
9629,145.96,1994.484
9630,537.97,4231.094
9631,643.95,3255.59
9632,474.99,1246.03
9633,98.97,0.0
9634,1599.99,3193.3
9635,144.05,3332.28
9636,37.98,1059.212
9637,294.95,1254.99
9638,119.99,2274.964
9639,65.98,1147.534
9640,52.98,0.0
9641,133.96,582.98
9642,594.98,7366.55
9643,89.99,2752.984
9644,647.99,233.99
9645,96.97,4063.55
9646,655.17,1501.89
9647,538.89,748.537
9648,1946.6,2277.23
9649,274.96,2142.601
9650,99.99,319.84
9651,149.99,1767.604
9652,895.98,1463.024
9653,239.0,1448.43
9654,897.26,1297.91
9655,44.99,1004.99
9656,246.45,4857.644
9657,239.0,2766.162
9658,139.99,1816.98
9659,190.97,1021.03
9660,33.98,2190.96
9661,102.94,9634.007
9662,421.99,2318.99
9663,279.96,0.0
9664,35.98,2107.99
9665,149.99,1066.856
9666,78.98,3208.914
9667,32.99,1567.01
9668,69.99,197.55
9669,29.99,5.9
9670,1103.92,3386.411
9671,98.97,1122.89
9672,1191.19,1755.089
9673,239.0,1418.909
9674,239.0,1862.057
9675,239.0,2755.502
9676,857.96,5675.958
9677,732.96,5438.539
9678,229.97,11597.9
9679,59.99,1190.98
9680,151.48,3439.92
9681,499.99,2602.27
9682,34.97,1570.384
9683,15.99,150.0
9684,74.99,2695.5
9685,96.17,4343.19
9686,69.99,1230.517
9687,358.95,2156.521
9688,33.98,1998.276
9689,53.98,2244.184
9690,406.97,3443.271
9691,755.85,4307.451
9692,239.0,3229.52
9693,19.99,1135.467
9694,368.95,1520.992
9695,337.96,5418.84
9696,459.97,558.99
9697,299.98,3112.288
9698,119.99,1612.84
9699,26.99,4.99
9700,249.99,2178.97
9701,140.0,3387.134
9702,239.0,798.0
9703,821.97,423.99
9704,277.96,1622.272
9705,116.99,3055.131
9706,147.99,5166.107
9707,97.16,4732.106
9708,39.98,3090.59
9709,15.99,1138.98
9710,440.99,5172.639
9711,898.0,8945.956
9712,71.96,110.96
9713,39.98,1134.26
9714,573.96,5966.136
9715,146.96,1110.527
9716,35.99,4869.214
9717,24.99,833.739
9718,1484.4,8266.062
9719,119.99,3912.477
9720,2613.0,7748.8
9721,551.19,4928.167
9722,66.98,2408.2
9723,1645.0,539.26
9724,164.99,3067.927
9725,34.99,704.43
9726,239.0,803.99
9727,69.99,645.99
9728,1095.93,11597.9
9729,218.31,1332.26
9730,1429.96,1919.656
9731,104.95,0.0
9732,197.97,5988.057
9733,79.98,10904.474
9734,109.99,1656.804
9735,16.99,1279.992
9736,59.99,2026.79
9737,1188.96,6045.857
9738,140.0,0.0
9739,140.0,468.98
9740,116.96,1938.94
9741,219.94,1753.24
9742,187.92,3077.094
9743,349.89,2303.66
9744,120.56,2529.87
9745,188.98,10396.34
9746,29.99,946.067
9747,199.99,756.22
9748,71.96,3687.51
9749,1038.96,4952.121
9750,204.98,1995.022
9751,129.0,1126.57
9752,39.88,721.98
9753,576.97,3316.34
9754,239.0,2406.489
9755,518.31,1516.924
9756,66.98,567.98
9757,1978.99,6532.6
9758,244.97,4522.73
9759,1179.33,1290.972
9760,133.96,4572.424
9761,488.99,3937.471
9762,97.97,804.687
9763,119.99,4159.558
9764,66.98,747.0
9765,308.19,1981.31
9766,874.97,2328.91
9767,61.18,1998.98
9768,115.99,5118.628
9769,31.99,1986.993
9770,149.99,1348.98
9771,58.88,3307.601
9772,254.99,2005.95
9773,369.99,5000.572
9774,120.56,688.08
9775,1032.64,1481.17
9776,916.24,1799.92
9777,388.97,765.99
9778,289.99,9217.227
9779,994.98,5527.96
9780,2556.92,794.39
9781,940.78,895.62
9782,82.98,2072.22
9783,393.97,2545.547
9784,343.91,6058.97
9785,239.0,1656.17
9786,106.95,3748.007
9787,344.99,4336.844
9788,160.98,1916.494
9789,194.98,960.724
9790,75.97,2057.814
9791,414.56,1726.459
9792,59.99,2728.634
9793,532.89,1920.42
9794,1265.01,1521.42
9795,419.0,4248.444
9796,223.37,731.99
9797,1288.97,1811.99
9798,339.73,0.0
9799,891.15,1931.557
9800,143.96,2937.242
9801,76.98,5640.752
9802,74.98,1886.94
9803,295.13,1942.167
9804,89.95,1198.474
9805,490.73,1085.2
9806,26.99,970.587
9807,66.98,6557.371
9808,37.97,4030.034
9809,2047.54,5370.566
9810,140.0,940.95
9811,651.75,629.99
9812,59.99,2171.32
9813,153.94,1863.587
9814,329.98,548.0
9815,87.26,1763.43
9816,420.13,442.29
9817,109.14,1529.93
9818,1711.35,1997.0
9819,32.99,2507.896
9820,1336.3,3223.532
9821,138.99,15.49
9822,99.99,2985.867
9823,288.0,0.0
9824,140.0,3800.974
9825,40.98,9425.846
9826,89.99,704.97
9827,59.99,2980.342
9828,140.0,493.11
9829,62.97,742.852
9830,349.99,2378.587
9831,1006.17,3261.01
9832,139.98,11597.9
9833,1276.98,9129.039
9834,636.96,1817.964
9835,69.99,540.99
9836,371.98,0.0
9837,117.99,1504.821
9838,97.95,1948.2
9839,2598.0,11597.9
9840,16.99,3193.55
9841,61.98,4608.568
9842,267.98,6080.269
9843,119.99,1647.4
9844,431.96,3333.571
9845,379.99,2327.871
9846,182.342,4055.21
9847,71.98,2173.672
9848,213.95,5437.939
9849,488.97,582.99
9850,227.99,2451.212
9851,228.99,2238.95
9852,140.0,5263.59
9853,507.99,616.0
9854,15.99,2631.14
9855,788.97,1427.34
9856,342.99,2713.467
9857,399.99,2846.154
9858,39.98,2388.744
9859,119.99,11597.9
9860,579.99,335.587
9861,1728.98,1914.0
9862,699.15,1486.43
9863,374.99,3284.404
9864,1941.96,2040.42
9865,189.99,3554.082
9866,924.86,3059.557
9867,299.99,2083.4
9868,796.78,435.95
9869,51.97,4369.042
9870,41.98,8949.15
9871,184.97,3510.678
9872,625.97,1399.461
9873,129.0,891.72
9874,39.98,124.0
9875,1209.48,1615.98
9876,368.95,6627.24
9877,638.97,4025.654
9878,39.98,124.0
9879,756.97,3147.1
9880,106.36,2517.229
9881,94.96,2680.214
9882,248.97,2720.08
9883,328.0,3927.611
9884,741.63,1479.687
9885,149.99,1242.587
9886,116.96,14.98
9887,378.0,3674.76
9888,2.32,2799.93
9889,79.99,1285.99
9890,571.18,3493.594
9891,76.98,1407.85
9892,169.99,1554.021
9893,129.95,2186.085
9894,949.99,0.0
9895,628.97,692.99
9896,44.99,1852.221
9897,37.98,1571.06
9898,139.96,1703.419
9899,458.98,707.99
9900,102.96,654.93
9901,943.2,624.297
9902,139.14,7659.389
9903,71.18,627.99
9904,1151.37,11597.9
9905,299.99,4058.347
9906,110.0,3632.97
9907,35.98,999.92
9908,70.82,3580.014
9909,130.651,1034.7
9910,19.98,2048.561
9911,349.99,1842.885
9912,219.98,1226.02
9913,226.99,5910.588
9914,589.98,2650.33
9915,36.98,693.98
9916,37.98,2759.34
9917,200.99,2546.98
9918,49.99,3307.74
9919,441.58,1945.348
9920,39.99,1014.634
9921,69.98,60.98
9922,39.98,2059.14
9923,35.98,1501.92
9924,93.95,1042.75
9925,233.99,1504.98
9926,105.97,1108.654
9927,649.0,2810.964
9928,36.98,2078.96
9929,101.67,130.9
9930,294.99,4151.45
9931,554.87,1924.98
9932,494.99,1252.314
9933,54.99,1795.88
9934,39.98,2143.93
9935,119.99,1561.0
9936,90.99,847.68
9937,177.99,603.0
9938,768.3,2776.527
9939,624.99,8696.451
9940,89.99,11597.9
9941,99.99,976.98
9942,43.19,1563.96
9943,308.99,3039.75
9944,2515.68,8841.0
9945,660.97,7562.83
9946,1327.96,1321.99
9947,71.97,2239.95
9948,1177.96,4060.45
9949,139.95,853.97
9950,28.98,2530.294
9951,19.94,0.0
9952,714.96,985.2
9953,169.97,4310.07
9954,758.99,1215.98
9955,199.95,741.21
9956,698.24,1457.419
9957,24.99,569.224
9958,104.49,4389.03
9959,140.0,2726.494
9960,93.98,4878.558
9961,688.97,1262.38
9962,37.98,132.88
9963,414.93,3394.36
9964,46.98,832.0
9965,57.97,1641.935
9966,64.98,1536.0
9967,144.98,3216.033
9968,102.97,2358.178
9969,129.0,1355.044
9970,133.93,2799.922
9971,51.98,3133.094
9972,119.95,3510.752
9973,170.91,3925.816
9974,39.98,11597.9
9975,6.98,11314.617
9976,700.8,2986.96
9977,95.96,2654.97
9978,140.0,697.05
9979,194.98,11597.9
9980,740.76,1894.932
9981,998.33,6043.45
9982,279.96,0.0
9983,235.99,1126.11
9984,1241.78,2420.426
9985,49.98,542.614
9986,441.96,5047.542
9987,96.96,2.95
9988,39.98,0.0
9989,129.95,3139.481
9990,120.97,931.816
9991,598.97,708.0
9992,36.98,1791.337
9993,69.98,1221.816
9994,892.12,380.39
9995,1034.29,1138.16
9996,538.98,4031.56
9997,161.99,1049.51
9998,87.26,805.992
9999,517.99,2137.7
10000,160.13,1437.98
10001,11.99,1249.77
10002,478.98,3210.33
10003,427.98,5706.012
10004,123.96,2005.697
10005,71.96,0.0
10006,53.98,1811.051
10007,141.97,809.914
10008,52.99,6097.471
10009,212.19,628.23
10010,671.02,821.58
10011,56.18,602.527
10012,2819.22,3706.464
10013,199.0,763.99
10014,249.0,1850.63
10015,129.99,1262.38
10016,66.98,69.99
10017,348.95,922.99
10018,251.3,239.0
10019,140.0,986.73
10020,39.98,1072.514
10021,62.98,1197.182
10022,124.16,903.587
10023,556.46,2856.989
10024,527.97,350.99
10025,43.98,59.0
10026,39.98,492.21
10027,52.98,620.982
10028,537.99,1596.78
10029,879.04,618.32
10030,382.804,3639.673
10031,169.99,2267.794
10032,117.25,2314.932
10033,1715.4,4407.187
10034,20.99,1647.312
10035,986.16,1132.03
10036,435.97,4186.256
10037,937.96,9824.422
10038,268.06,1506.471
10039,79.99,11597.9
10040,100.89,2487.6
10041,209.97,3284.74
10042,64.99,4127.304
10043,238.0,1330.0
10044,183.98,1769.0
10045,161.48,2200.602
10046,239.0,11545.3
10047,838.97,1757.96
10048,158.99,3147.732
10049,69.99,0.0
10050,488.97,1345.527
10051,269.96,935.24
10052,79.99,3774.044
10053,1706.99,4358.246
10054,59.99,2030.982
10055,89.0,535.24
10056,1.0,1453.577
10057,101.96,0.0
10058,429.95,813.98
10059,460.79,2487.231
10060,109.95,1802.23
10061,49.99,2371.95
10062,368.95,3652.367
10063,499.99,3031.428
10064,578.99,3565.43
10065,59.98,4560.811
10066,1947.98,804.0
10067,1477.83,3733.736
10068,636.97,681.95
10069,419.96,3747.201
10070,379.99,11597.9
10071,66.98,478.0
10072,1.0,296.95
10073,73.16,965.67
10074,574.08,1796.93
10075,40.98,732.04
10076,3299.65,4890.931
10077,140.0,2224.17
10078,239.0,2776.417
10079,140.0,0.0
10080,55.98,1714.261
10081,163.94,2832.459
10082,61.98,624.57
10083,564.58,2691.27
10084,52.97,1332.611
10085,41.98,529.614
10086,574.98,655.62
10087,58.93,258.73
10088,31.99,0.0
10089,15.99,2718.4
10090,247.94,1246.98
10091,1106.32,1222.644
10092,26.99,1503.994
10093,139.99,5110.031
10094,550.0,0.0
10095,128.99,1888.34
10096,39.99,891.99
10097,71.98,0.0
10098,548.98,5144.511
10099,2407.73,11597.9
10100,1572.99,174.99
10101,1049.99,7867.086
10102,112.97,976.93
10103,239.0,1210.99
10104,198.98,4154.062
10105,79.77,4332.4
10106,60.08,1720.95
10107,16.99,1185.587
10108,52.98,1084.97
10109,239.0,1695.519
10110,581.11,4801.604
10111,238.95,1115.057
10112,109.95,2622.0
10113,1567.02,6920.034
10114,69.99,2316.764
10115,155.96,908.069
10116,138.97,2816.351
10117,448.51,2834.262
10118,270.46,2003.0
10119,73.97,6014.72
10120,47.99,2795.71
10121,568.79,1610.371
10122,59.98,1272.424
10123,133.85,3192.35
10124,107.76,2196.571
10125,1273.02,11597.9
10126,61.98,830.98
10127,746.96,993.0
10128,63.82,1949.251
10129,645.96,1527.08
10130,96.99,20.93
10131,61.99,832.32
10132,99.99,1179.2
10133,669.98,3531.878
10134,1657.99,1550.99
10135,239.0,784.6
10136,2998.94,2214.972
10137,140.0,80.99
10138,576.97,1823.73
10139,109.99,4602.674
10140,140.0,7230.291
10141,119.94,723.857
10142,89.95,2268.87
10143,524.97,531.99
10144,129.99,575.93
10145,449.99,1286.93
10146,172.0,2718.9
10147,59.99,1845.21
10148,569.22,1740.277
10149,674.7,1103.997
10150,934.67,10816.473
10151,1323.94,4321.254
10152,761.87,1952.16
10153,729.98,3498.504
10154,1187.97,1065.92
10155,59.99,1772.92
10156,35.98,815.826
10157,538.97,3926.614
10158,227.95,1854.9
10159,253.99,388.97
10160,91.18,733.94
10161,399.99,1930.414
10162,488.97,7067.48
10163,199.99,1643.127
10164,83.97,4265.89
10165,566.87,0.0
10166,29.44,1692.917
10167,88.17,55.89
10168,207.16,961.416
10169,368.95,736.19
10170,345.585,3341.974
10171,821.48,1304.58
10172,107.96,992.318
10173,49.97,0.0
10174,59.98,4187.654
10175,29.94,1351.917
10176,314.99,4979.61
10177,77.98,1114.974
10178,328.0,3389.75
10179,529.99,450.98
10180,348.95,2743.39
10181,1710.54,2137.695
10182,69.99,1581.97
10183,59.99,0.0
10184,941.94,2757.37
10185,52.94,2.95
10186,53.18,6443.691
10187,65.98,699.29
10188,140.0,1720.63
10189,809.57,3276.14
10190,52.98,686.002
10191,69.98,5.99
10192,2190.45,1350.261
10193,357.67,699.0
10194,362.95,2725.332
10195,26.99,966.921
10196,478.95,1879.92
10197,55.98,8113.844
10198,142.36,1564.74
10199,239.0,765.27
10200,199.89,0.0
10201,188.99,11597.9
10202,131.98,876.04
10203,1432.13,1377.577
10204,354.99,2977.427
10205,59.99,3590.09
10206,96.96,4780.721
10207,35.99,70.88
10208,495.39,553.99
10209,249.99,932.98
10210,134.99,1186.474
10211,245.39,1340.13
10212,43.98,1319.773
10213,408.98,1412.3
10214,73.97,4886.11
10215,279.96,3168.191
10216,33.98,1297.2
10217,341.99,1797.73
10218,318.97,2989.004
10219,264.95,2773.774
10220,209.98,2519.99
10221,239.0,1236.76
10222,599.96,5317.516
10223,15.99,1402.78
10224,176.34,1311.0
10225,799.99,1575.09
10226,24.99,5930.174
10227,189.98,1719.0
10228,1127.47,0.0
10229,39.99,7605.625
10230,39.98,0.0
10231,56.0,3656.99
10232,239.0,750.98
10233,23.99,1183.527
10234,59.99,1660.98
10235,391.99,2908.341
10236,794.95,1654.58
10237,841.96,1462.787
10238,217.96,0.0
10239,89.0,3188.99
10240,197.688,3450.617
10241,292.99,4979.494
10242,270.74,1030.97
10243,146.3,3253.008
10244,47.98,1982.825
10245,154.99,2407.74
10246,129.0,481.99
10247,249.98,3264.051
10248,1008.63,3052.822
10249,331.95,2959.84
10250,549.09,0.0
10251,2429.46,6399.836
10252,69.99,2329.192
10253,53.18,699.577
10254,206.98,2216.212
10255,239.0,1735.611
10256,299.99,1085.96
10257,350.56,1986.534
10258,752.54,1817.964
10259,829.99,5688.374
10260,39.99,5704.8
10261,64.98,2825.958
10262,394.88,736.867
10263,27.99,5340.91
10264,118.94,1776.017
10265,114.99,2079.561
10266,679.99,1132.992
10267,312.95,3685.909
10268,149.99,980.98
10269,16.99,2548.96
10270,53.98,1452.89
10271,30.99,634.97
10272,1799.98,6907.94
10273,139.99,3763.283
10274,149.99,4701.74
10275,108.05,2613.564
10276,66.98,79.99
10277,1500.55,1403.3
10278,153.98,3435.674
10279,146.19,3239.35
10280,112.97,20.98
10281,89.99,1975.214
10282,703.92,558.652
10283,2628.97,8135.34
10284,92.95,632.409
10285,31.99,2065.011
10286,49.98,3726.94
10287,73.16,4567.35
10288,239.0,2156.97
10289,563.98,4785.297
10290,110.0,5519.651
10291,78.99,2229.716
10292,151.98,4079.56
10293,329.54,719.25
10294,513.97,1350.42
10295,719.98,2189.97
10296,6.99,760.98
10297,1703.93,4255.388
10298,179.93,2484.142
10299,335.99,0.0
10300,65.99,10581.674
10301,1227.36,0.0
10302,94.99,3546.467
10303,109.95,1607.796
10304,30.99,2225.56
10305,139.96,2423.331
10306,657.98,1225.99
10307,140.0,1635.74
10308,299.99,0.0
10309,208.0,7604.373
10310,86.38,771.98
10311,30.97,7426.054
10312,66.98,2748.774
10313,876.96,5.5
10314,54.97,139.99
10315,98.97,2193.956
10316,42.28,4030.442
10317,576.97,1132.93
10318,835.29,646.0
10319,319.0,3533.494
10320,53.18,1322.567
10321,78.98,0.0
10322,119.99,11292.04
10323,1192.39,6554.905
10324,652.14,4643.82
10325,170.91,1679.39
10326,560.25,1386.931
10327,174.98,504.23
10328,280.453,2519.372
10329,891.19,1691.97
10330,156.99,3365.82
10331,165.93,7387.26
10332,119.95,896.0
10333,87.26,3201.194
10334,249.99,1883.97
10335,200.13,3336.57
10336,54.99,480.77
10337,299.95,2866.522
10338,867.96,3842.474
10339,159.98,11597.9
10340,263.99,863.64
10341,279.99,484.74
10342,97.97,647.47
10343,92.97,1791.03
10344,265.96,5007.094
10345,688.96,10271.229
10346,580.15,1836.19
10347,39.98,2475.927
10348,1521.85,856.2
10349,35.98,3365.101
10350,62.97,51.95
10351,249.99,2813.45
10352,199.0,4300.79
10353,936.92,7273.758
10354,288.23,5651.911
10355,92.97,3303.19
10356,240.78,713.09
10357,713.96,5150.71
10358,1026.96,493.74
10359,109.95,2706.77
10360,59.99,0.0
10361,203.97,2397.662
10362,133.96,4446.726
10363,258.0,1890.97
10364,316.18,2885.18
10365,140.0,1603.53
10366,59.99,2557.377
10367,922.98,16.99
10368,92.94,2997.929
10369,19.99,1071.78
10370,89.99,1277.95
10371,69.95,1847.841
10372,66.98,1287.654
10373,649.99,1778.794
10374,239.0,1252.577
10375,32.99,646.98
10376,119.99,1736.87
10377,435.97,584.41
10378,1099.99,0.0
10379,781.6,4356.717
10380,73.96,2172.113
10381,140.0,1675.642
10382,960.04,3435.71
10383,34.95,4.99
10384,56.99,2174.922
10385,47.98,3659.017
10386,140.0,2413.297
10387,222.26,9096.529
10388,44.99,2044.3
10389,78.26,1606.45
10390,98.97,5376.8
10391,625.97,0.0
10392,140.0,2604.885
10393,87.97,1116.19
10394,159.0,0.0
10395,280.97,7269.2
10396,910.54,3514.699
10397,755.98,4292.834
10398,18.94,3342.484
10399,63.98,1486.938
10400,399.98,819.637
10401,75.96,656.952
10402,41.98,0.0
10403,128.96,6852.812
10404,2393.98,4274.534
10405,110.99,1400.567
10406,89.96,1488.018
10407,394.98,5039.581
10408,19.99,89.99
10409,29.99,5422.58
10410,824.15,1358.251
10411,69.99,3534.95
10412,880.04,10604.271
10413,119.94,2216.314
10414,1088.96,481.99
10415,59.37,737.945
10416,14.99,6219.662
10417,378.98,4544.75
10418,15.99,931.3
10419,2013.57,3664.95
10420,59.99,440.99
10421,89.07,0.0
10422,677.98,687.99
10423,45.98,1769.471
10424,54.99,6699.05
10425,1255.79,839.99
10426,1445.0,0.0
10427,538.98,1820.15
10428,338.99,1051.509
10429,888.97,706.99
10430,429.0,4932.818
10431,65.97,2356.922
10432,557.99,1654.227
10433,112.97,0.0
10434,149.99,794.98
10435,1028.96,4752.924
10436,2498.01,2980.99
10437,63.99,2489.984
10438,1164.95,7647.395
10439,1135.64,3060.98
10440,547.38,1545.574
10441,738.97,2960.956
10442,149.99,350.99
10443,140.0,908.32
10444,84.99,1463.07
10445,53.18,1987.62
10446,239.0,1151.05
10447,1038.99,3247.12
10448,111.96,4036.378
10449,102.96,1788.951
10450,19.98,1250.109
10451,239.0,2472.95
10452,47.48,3386.437
10453,399.99,1629.87
10454,1360.97,600.99
10455,206.32,11148.521
10456,239.0,1542.334
10457,119.95,572.47
10458,183.99,4303.187
10459,155.99,6221.6
10460,299.99,2012.899
10461,1138.99,446.99
10462,78.98,959.419
10463,595.59,636.96
10464,176.99,73.99
10465,399.99,1473.779
10466,39.99,883.502
10467,21.98,401.41
10468,367.271,500.98
10469,288.99,4018.192
10470,101.67,639.945
10471,258.0,2299.77
10472,140.0,3570.97
10473,107.97,1456.76
10474,112.26,5453.203
10475,288.97,4717.089
10476,364.69,4101.457
10477,1425.95,1484.71
10478,37.98,695.587
10479,331.21,1122.577
10480,239.0,2205.97
10481,99.17,2431.189
10482,56.98,2480.49
10483,383.88,1744.59
10484,328.0,1066.96
10485,90.21,2807.672
10486,29.99,687.97
10487,224.39,1084.35
10488,717.84,5719.841
10489,397.98,1410.99
10490,1045.98,4033.0
10491,140.0,1898.127
10492,99.98,2269.0
10493,168.0,6119.027
10494,24.99,1462.93
10495,1363.99,743.94
10496,118.67,1562.924
10497,97.97,1646.42
10498,66.98,1756.601
10499,140.0,773.99
10500,59.99,2007.98
10501,239.0,2817.646
10502,1468.95,1393.99
10503,134.99,6081.32
10504,66.98,2.95
10505,87.26,2225.98
10506,280.0,2031.49
10507,697.97,229.0
10508,742.49,868.19
10509,529.99,2289.401
10510,575.87,6871.318
10511,93.96,3534.284
10512,31.99,903.627
10513,59.98,841.72
10514,984.65,2184.621
10515,80.95,0.0
10516,84.56,935.002
10517,199.47,478.99
10518,239.0,3321.94
10519,787.89,1941.155
10520,298.0,829.97
10521,82.99,4620.47
10522,814.98,1214.99
10523,855.17,752.0
10524,36.98,1864.94
10525,445.98,7297.85
10526,599.28,1061.437
10527,54.99,4727.442
10528,224.82,4224.532
10529,968.96,1059.01
10530,925.97,3563.54
10531,57.98,0.0
10532,107.95,840.95
10533,49.98,1623.964
10534,1499.98,3277.97
10535,549.99,4717.134
10536,3552.39,3357.22
10537,125.99,569.95
10538,921.5,11597.9
10539,109.99,5.9
10540,1348.11,879.99
10541,1227.01,1436.429
10542,319.95,723.98
10543,257.99,463.99
10544,139.99,3984.035
10545,36.98,2746.97
10546,51.98,4139.208
10547,1562.37,5613.404
10548,71.18,2350.18
10549,64.99,3548.36
10550,1049.99,9267.822
10551,348.95,1499.89
10552,14.99,2274.38
10553,101.94,284.94
10554,1197.99,3167.464
10555,589.28,2516.18
10556,69.99,11597.9
10557,29.97,3035.591
10558,59.99,4320.44
10559,253.97,3980.094
10560,1259.11,2123.577
10561,907.88,388.43
10562,129.99,3188.01
10563,66.98,0.0
10564,30.99,1878.62
10565,372.65,0.0
10566,79.96,1741.621
10567,469.98,1248.91
10568,142.48,1798.041
10569,81.97,1675.98
10570,802.98,2632.181
10571,1180.55,3507.414
10572,255.068,5011.812
10573,1125.28,1932.147
10574,17.99,2330.07
10575,1919.03,5669.792
10576,103.96,1810.121
10577,269.95,1800.107
10578,749.99,11597.9
10579,989.0,11597.9
10580,149.99,641.97
10581,39.99,721.987
10582,579.99,1529.474
10583,4794.0,8081.04
10584,66.98,94.98
10585,136.0,3027.45
10586,519.0,4738.072
10587,129.94,1409.819
10588,66.49,1443.712
10589,1139.74,2299.67
10590,164.95,4841.367
10591,937.6,6712.454
10592,381.92,2234.91
10593,193.16,5050.522
10594,89.99,1856.18
10595,1633.82,7245.503
10596,1275.73,1261.41
10597,1029.98,8006.825
10598,19.98,5186.232
10599,508.79,850.99
10600,19.99,2698.835
10601,229.6,8272.601
10602,668.96,0.0
10603,199.99,1982.358
10604,791.86,0.0
10605,64.99,1610.229
10606,5784.03,11597.9
10607,258.0,988.58
10608,399.99,232.98
10609,29.99,1914.19
10610,122.97,4397.67
10611,1112.95,2735.896
10612,74.99,2429.41
10613,29.99,4910.48
10614,157.96,3652.892
10615,228.99,732.97
10616,104.39,1956.0
10617,29.99,1848.424
10618,69.99,716.95
10619,101.67,2303.509
10620,203.34,1925.486
10621,97.97,1334.8
10622,125.97,1308.436
10623,37.99,1338.94
10624,239.0,431.99
10625,349.99,5847.687
10626,39.98,733.84
10627,177.817,1068.97
10628,27.99,2986.401
10629,37.98,716.97
10630,738.96,1354.21
10631,59.99,6.99
10632,66.98,900.98
10633,149.99,3432.909
10634,74.98,1813.527
10635,613.97,1017.75
10636,24.99,2880.56
10637,698.97,1732.221
10638,97.98,355.98
10639,1190.95,2984.521
10640,839.96,5675.018
10641,87.26,1440.3
10642,299.98,5510.11
10643,57.98,0.0
10644,292.99,1385.31
10645,2699.0,5542.467
10646,71.18,1370.919
10647,147.92,4868.632
10648,76.98,2306.49
10649,786.05,1452.178
10650,634.19,5815.096
10651,3001.98,3143.839
10652,369.99,446.99
10653,139.98,1668.99
10654,389.96,1828.4
10655,4.99,0.0
10656,700.79,1414.15
10657,1592.54,3756.107
10658,55.98,539.97
10659,584.98,6594.266
10660,36.98,139.99
10661,99.99,4431.408
10662,104.4,0.0
10663,128.817,2031.92
10664,110.99,0.0
10665,15.99,9790.094
10666,458.97,3128.24
10667,979.99,3625.31
10668,128.96,5440.932
10669,924.26,5539.657
10670,179.0,1101.91
10671,33.98,792.33
10672,860.15,1787.99
10673,290.49,3809.204
10674,267.99,0.0
10675,38.98,517.61
10676,139.97,715.93
10677,19.98,1440.98
10678,129.0,490.99
10679,758.96,2829.27
10680,1153.97,5713.651
10681,87.26,0.0
10682,239.0,1672.98
10683,109.95,1000.17
10684,249.95,1325.577
10685,105.96,58.52
10686,179.0,1723.49
10687,288.0,1894.94
10688,17.99,2878.591
10689,72.88,1437.387
10690,190.402,508.99
10691,31.98,0.0
10692,96.96,11597.9
10693,115.99,8307.511
10694,51.97,700.97
10695,59.99,828.89
10696,39.99,313.59
10697,140.0,1004.9
10698,488.97,5042.69
10699,92.95,5662.584
10700,813.97,3406.591
10701,207.99,1062.99
10702,21.99,0.0
